criterion,direction,,,,,,,,
c1,1,,,,,,,,
c2,1,,,,,,,,
c3,1,,,,,,,,
c4,1,,,,,,,,
c5,1,,,,,,,,
c6,1,,,,,,,,
c7,1,,,,,,,,
c8,1,,,,,,,,
,,,,,,,,,
category,rank,,,,,,,,
cat1,1,,,,,,,,
cat0,2,,,,,,,,
,,,,,,,,,
pt,c1,c2,c3,c4,c5,c6,c7,c8,assignment
a1,1,0.366279,0.666667,1,0.34593,1,0.666667,1,cat1
a2,0.666667,0.1,0.166667,0,0.098837,0,0,0,cat1
a3,1,0.023256,0.333333,0,0.011628,0,0,0,cat0
a4,0.666667,0.018605,0.333333,0.2,0.133721,1,0.333333,0,cat0
a5,0,0.003488,0.333333,0.2,0.087209,1,0.666667,0,cat0
a6,0.666667,0.063953,0.166667,0,0.069767,0.5,0,0.5,cat0
a7,0.333333,0.186047,0.5,0.8,0.090116,1,0.666667,1,cat1
a8,0.333333,0.094186,0.333333,0.4,0.069767,1,0.666667,0,cat0
a9,0,0.267442,0.5,0.6,0.148256,1,1,1,cat1
a10,0,0.47093,0.666667,0.8,0.19186,1,1,1,cat1
a11,1,0.452326,0.5,0.8,0.273256,1,1,0.5,cat1
a12,0,0.017442,0.333333,0,0.011628,0,0,0,cat0
a13,1,0.023256,0.5,0,0.017442,0,0,0.5,cat0
a14,0.333333,0.125581,0.333333,0.6,0.104651,0.5,0.333333,0.5,cat0
a15,0,0.184884,0.5,0.6,0.148256,1,0.333333,0.5,cat1
a16,0.333333,0.180233,0.333333,0.6,0.156977,1,0.666667,1,cat1
a17,0.333333,0.154651,0.5,0.4,0.116279,1,0.333333,1,cat1
a18,0.333333,0.25814,0.333333,1,0.186047,0.5,0.333333,0.5,cat1
a19,0,0.063953,0.333333,0.4,0.125,0.5,0.333333,0.5,cat0
a20,0,0.222093,0.333333,0.6,0.110465,1,0.666667,0,cat1
a21,0.333333,0.27907,0.333333,0.8,0.156977,0.5,0.666667,0,cat1
a22,0.333333,0.359302,0.333333,0.6,0.098837,1,0.666667,0.5,cat0
a23,1,0.674419,0.333333,0.8,0.139535,1,1,0,cat1
a24,1,0.447674,0.5,0.8,0.125,1,0.666667,0.5,cat1
a25,1,0.333721,0.333333,0.6,0.116279,1,1,1,cat1
a26,0.333333,0.213953,0.333333,0.4,0.078488,0.5,0.333333,0,cat0
a27,1,0.190698,0.333333,0.6,0.127907,1,0.666667,0.5,cat1
a28,1,0.190698,0.333333,0.6,0.113372,1,0.666667,0.5,cat1
a29,1,0.288372,0.5,0.4,0.127907,1,0.666667,0,cat0
a30,1,0.960465,0.666667,1,0.215116,1,1,0.5,cat1
a31,0.333333,0.123256,0.5,0.4,0.110465,1,0.666667,0,cat0
a32,0.333333,0.134884,0.333333,0.2,0.072674,0.5,0.666667,1,cat0
a33,0.333333,0.075581,0.333333,0.2,0.075581,1,0.666667,0,cat0
a34,0,0,0.166667,0.2,0.084302,1,0.666667,0,cat0
a35,0,0.087209,0.333333,0.6,0.113372,1,0.333333,0,cat0
a36,0.666667,0.046512,0.333333,0,0.040698,0,0,0,cat0
a37,0.666667,0.098837,0.5,0,0.113372,0,0,0,cat0
a38,0.666667,0.093023,0.166667,0,0.087209,0.5,0,0,cat1
a39,0.666667,0.093023,0.333333,0,0.093023,0,0,0,cat0
a40,0,0.127907,0.333333,0.2,0.069767,1,0.666667,0,cat0
a41,1,0.05814,0.333333,0,0.040698,0,0,0,cat0
a42,0.333333,0.145349,0.333333,0.2,0.098837,1,0.666667,0,cat0
a43,1,0.068605,0.166667,0.4,0.113372,1,0.666667,0,cat0
a44,1,0.094186,0.333333,0.4,0.107558,1,0.666667,0.5,cat0
a45,0.333333,0.210465,0.5,0.4,0.148256,1,0.666667,0.5,cat0
a46,1,0.183721,0.5,0.4,0.142442,1,0.333333,0.5,cat1
a47,1,0.773256,0.5,0.8,0.30814,1,0.666667,0.5,cat1
a48,1,0.110465,0.333333,0.4,0.113372,1,1,0,cat0
a49,1,0.126744,0.166667,0.4,0.174419,0.5,1,0,cat1
a50,1,0.151163,0.333333,0.6,0.127907,1,0.333333,0.5,cat1
a51,1,0.126744,0.333333,0.4,0.180233,0.5,0.666667,0,cat1
a52,1,0.284884,0.5,0.8,0.186047,1,0.333333,0.5,cat1
a53,1,0.267442,0.166667,0.8,0.337209,0.5,1,0.5,cat1
a54,1,0.716279,0.666667,0.8,0.354651,1,0.666667,0.5,cat1
a55,0.333333,0.209302,0.333333,0.2,0.069767,0.5,0.333333,0,cat0
a56,0.333333,0.195349,0.333333,0.8,0.15407,0.5,0.666667,0.5,cat1
a57,0.666667,0.093023,0.833333,0,0.098837,0.5,0,0,cat1
a58,0.333333,0.039535,0.333333,0.2,0.127907,1,0.333333,0.5,cat0
a59,0.333333,0.144186,0.5,0.2,0.156977,1,0.333333,0.5,cat0
a60,0.666667,0.05814,0.166667,0.2,0.104651,1,0,0,cat0
a61,0.333333,0.15814,0.333333,0.6,0.093023,1,0.666667,1,cat0
a62,0.333333,0.223256,0.666667,0.6,0.142442,1,0.666667,0.5,cat1
a63,0,0.005814,0.5,0,0.011628,0,0,0,cat0
a64,0.333333,0.232558,0.5,0.6,0.200581,1,0.333333,0,cat1
a65,0.666667,0.017442,0.166667,0,0.034884,0,0,0,cat0
a66,1,0.005814,0.166667,0,0,0,0,0,cat0
a67,1,0.218605,0.333333,0.6,0.113372,1,0.333333,0.5,cat1
a68,0.666667,0.017442,0.666667,0,0.034884,0,0,0,cat0
a69,0.333333,0.098837,0.166667,0.2,0.049419,0.5,0.666667,0,cat0
a70,0.666667,0.034884,0.166667,0,0.023256,0,0,0,cat0
a71,0.666667,0.046512,0.166667,0,0.02907,0,0,0,cat0
a72,0.666667,0.5,0.833333,0.2,0.796512,1,0,0,cat1
a73,0.666667,0.127907,0.5,0.4,0.127907,1,0.666667,0,cat1
a74,0,0.081395,0.333333,0.2,0.011628,0.5,0.333333,0,cat0
a75,0.333333,0.127907,0.333333,0.2,0.034884,1,0.666667,0,cat0
a76,0.333333,0.151163,0.333333,0.2,0.063953,1,0.666667,0,cat0
a77,0,0.011628,0.166667,0,0.011628,0,0,0,cat0
a78,0.333333,0.160465,0.333333,0.4,0.113372,1,0.666667,0.5,cat1
a79,1,0.753488,0.5,1,0.276163,1,0.666667,0.5,cat1
a80,1,0.218605,0.333333,0.6,0.113372,1,1,0,cat1
a81,0.333333,0.267442,0.333333,0.8,0.113372,1,0.333333,0.5,cat1
a82,0.333333,0.331395,0.333333,0.2,0.127907,1,0.333333,0,cat1
a83,0.666667,0.037209,0.166667,0.2,0,1,0.333333,0,cat0
a84,0.333333,0.075581,0.333333,0.2,0.113372,1,0.666667,0,cat0
a85,0.333333,0.084884,0.333333,0.4,0.113372,1,0.333333,0,cat0
a86,0.333333,0.032558,0.333333,0.2,0.116279,1,0.333333,0.5,cat0
a87,0.333333,0.415116,0.333333,0.6,0.116279,1,1,0,cat0
a88,0.333333,0.169767,0.333333,0.6,0.098837,1,0.333333,0,cat0
a89,0.333333,0.276744,0.5,0.4,0.148256,1,0.666667,0.5,cat1
a90,0.666667,0.169767,1,0.2,1,1,0,0,cat1
a91,0.333333,0.77907,0.5,1,0.244186,0.5,1,1,cat1
a92,0.666667,0.011628,0,0,0.005814,0,0,0,cat0
a93,0,0.5,0.5,0.8,0.476744,1,1,0.5,cat1
a94,1,0.238372,0.5,0.6,0.165698,1,0.666667,1,cat1
a95,1,0.183721,0.5,0.4,0.155814,1,1,1,cat1
a96,0.333333,0.098837,0.166667,0.2,0.052326,0.5,0.666667,0,cat0
a97,0,0,0.5,0.2,0.069767,1,0.333333,0,cat0
a98,0.333333,0.074419,0.333333,0.2,0.104651,1,0.666667,0,cat0
a99,0.333333,0.094186,0.333333,0.2,0.119186,1,0.333333,0.5,cat0
a100,0.333333,0.094186,0.333333,0.2,0.061047,1,1,0,cat0
a101,0.333333,0.209302,0.333333,0.6,0.098837,1,1,0,cat0
a102,0.333333,0.210465,0.5,0.6,0.148256,1,0.333333,0.5,cat0
a103,0.333333,0.266279,0.5,0.6,0.127907,1,0.333333,0.5,cat1
a104,0.333333,0.173256,0.333333,0.8,0.098837,1,0.333333,0.5,cat1
a105,0.333333,0.195349,0.5,0.6,0.15407,0.5,0.666667,0.5,cat1
a106,0.333333,0.253488,0.833333,1,0.22093,1,0.666667,0.5,cat1
a107,0,0.072093,0.666667,0.2,0.09593,1,0.666667,0,cat0
a108,1,0.210465,0.333333,0.6,0.145349,1,0.333333,0.5,cat1
a109,1,0.174419,0.5,0.4,0.139535,1,1,0.5,cat1
a110,1,0.123256,0.666667,0.6,0.162791,1,0.666667,1,cat1
a111,0.333333,0.327907,0.333333,0.8,0.209302,0.5,0.333333,0,cat1
a112,1,1,0.333333,0.8,0.313953,1,0.666667,1,cat1
a113,1,0.065116,0.333333,0.2,0.081395,1,0.666667,0,cat0
a114,0.333333,0.238372,0.333333,0.4,0.122093,1,0.666667,1,cat1
a115,0.666667,0.297674,0.5,0.6,0.186047,1,0.666667,0.5,cat1
a116,0.666667,0.267442,0.5,0.6,0.162791,1,0.666667,0,cat1
a117,1,0.197674,0.5,0.6,0.127907,1,0.333333,0.5,cat1
a118,1,0.615116,0.333333,0.8,0.19186,1,0.666667,0,cat1
a119,1,0.053488,0.333333,0.4,0.069767,1,0.666667,0,cat0
